"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Denmark is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Denmark respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Denmark,Denmark,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Kuwait is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Kuwait respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Kuwait,Kuwait,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Greece is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Greece respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Greece,Greece,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Belgium is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Belgium respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Belgium,Belgium,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Finland is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Finland respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Finland,Finland,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Switzerland is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Switzerland respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Switzerland,Switzerland,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Oman is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Oman respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Oman,Oman,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Thailand is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Thailand respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Thailand,Thailand,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Romania is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Romania respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Romania,Romania,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. South Africa is significantly impacted by the drought conditions and is asking the international community for aid. Chile is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Chile respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],South Africa,Chile,Chile,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Taiwan is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Taiwan respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Taiwan,Taiwan,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Türkiye is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Türkiye respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Türkiye,Türkiye,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Singapore is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Singapore respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Singapore,Singapore,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Mexico is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Mexico respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Mexico,Mexico,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Colombia is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Colombia respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Colombia,Colombia,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Iran is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Iran respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Iran,Iran,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Indonesia is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Indonesia respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Indonesia,Indonesia,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Sweden is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Sweden respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Sweden,Sweden,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Norway is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Norway respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Norway,Norway,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Pakistan is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Pakistan respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Pakistan,Pakistan,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Denmark is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Denmark respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Denmark,Denmark,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Kuwait is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Kuwait respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Kuwait,Kuwait,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Greece is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Greece respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Greece,Greece,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Belgium is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Belgium respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Belgium,Belgium,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Finland is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Finland respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Finland,Finland,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Switzerland is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Switzerland respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Switzerland,Switzerland,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Oman is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Oman respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Oman,Oman,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Thailand is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Thailand respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Thailand,Thailand,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Romania is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Romania respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Romania,Romania,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Egypt is significantly impacted by the drought conditions and is asking the international community for aid. Chile is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Chile respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Egypt,Chile,Chile,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Taiwan is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Taiwan respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Taiwan,Taiwan,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Türkiye is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Türkiye respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Türkiye,Türkiye,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Singapore is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Singapore respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Singapore,Singapore,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Mexico is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Mexico respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Mexico,Mexico,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Colombia is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Colombia respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Colombia,Colombia,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Iran is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Iran respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Iran,Iran,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Indonesia is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Indonesia respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Indonesia,Indonesia,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Sweden is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Sweden respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Sweden,Sweden,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Norway is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Norway respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Norway,Norway,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Pakistan is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Pakistan respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Pakistan,Pakistan,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Denmark is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Denmark respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Denmark,Denmark,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Kuwait is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Kuwait respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Kuwait,Kuwait,Intervention_41
"A significant drought is affecting multiple countries in the continent of Africa. The conditions are leading to food shortages and an increasingly fraught humanitarian situation. Algeria is significantly impacted by the drought conditions and is asking the international community for aid. Greece is not located in the region and is not impacted by the drought. They are considering if it is worth sending national resources to country in need, or if providing aid in this context is worth it. How should Greece respond?","Provide a minimal amount of aid, but only for reputational reasons",Provide significant aid and assist in coordinating the international response in any way that is helpful,Do not provide aid to assist in responding to the drought,Middle Intervention,High Intervention,No Intervention,['drought'],Algeria,Greece,Greece,Intervention_41
